user_id,teleplay_id,rating
53698,1279,7.2067513
53698,1000,7.2058296
53698,1873,7.205806
53698,5204,7.2052994
53698,8369,7.204827
53698,9254,7.2040143
53698,457,7.2032166
53698,3765,7.203165
53698,2001,7.203093
53698,6594,7.2018456
53698,7411,7.201763
53698,201,7.200552
53698,427,7.199866
53698,2921,7.1995244
53698,2715,7.199443
53698,3369,7.19929
53698,4011,7.198996
53698,477,7.198758
53698,3213,7.1974735
53698,8363,7.1959047
53698,53,7.1955833
53698,32281,7.195
53698,239,7.1942625
53698,1476,7.1935196
53698,1519,7.193407
53698,1629,7.192725
53698,208,7.1917257
53698,830,7.1900897
53698,486,7.190084
53698,1827,7.189909
53698,9890,7.1884146
53698,4416,7.1882834
53698,304,7.187117
53698,3806,7.1867514
53698,1208,7.1866503
53698,1889,7.186363
53698,592,7.1859355
53698,3371,7.1856112
53698,5678,7.18551
53698,10162,7.1851177
53698,1803,7.184899
53698,1126,7.1845946
53698,519,7.1834216
53698,4280,7.1827126
53698,6299,7.18257
53698,1479,7.1825037
53698,8987,7.181195
53698,4502,7.1800013
53698,3671,7.1789994
53698,268,7.177531
53698,2651,7.177398
53698,483,7.17713
53698,658,7.174837
53698,995,7.174792
53698,16662,7.1744394
53698,1747,7.17387
53698,9495,7.173193
53698,1575,7.172968
53698,5129,7.172876
53698,918,7.1703606
53698,4224,7.170223
53698,4851,7.167302
53698,8773,7.1668305
53698,1858,7.166696
53698,1472,7.1665173
53698,2470,7.1662755
53698,2002,7.1656322
53698,1559,7.164678
53698,3479,7.164495
53698,355,7.1644306
53698,3782,7.1639075
53698,1556,7.1632214
53698,1495,7.1632037
53698,45,7.1629577
53698,7877,7.162387
53698,11879,7.162252
53698,186,7.1615562
53698,356,7.160981
53698,1924,7.160839
53698,6328,7.1602864
53698,237,7.1601334
53698,17233,7.158472
53698,28085,7.158408
53698,3434,7.1572146
53698,13755,7.157011
53698,5630,7.156918
53698,2581,7.15635
53698,4722,7.1562543
53698,7659,7.1557302
53698,23363,7.155102
53698,1558,7.1547112
53698,2485,7.1546144
53698,4044,7.154567
53698,33446,7.153892
53698,5040,7.153184
53698,19875,7.152945
53698,6465,7.1526995
53698,147,7.152069
53698,1483,7.152
53698,2762,7.1519957
53698,17291,7.150881
53698,8999,7.150595
53698,6937,7.1505704
53698,2026,7.149731
53698,2562,7.1495748
53698,2761,7.148325
53698,1088,7.148018
53698,5781,7.1478863
53698,6604,7.1478763
53698,429,7.1472154
53698,16726,7.1466255
53698,13595,7.14659
53698,4917,7.1465244
53698,1470,7.1463284
53698,645,7.1460376
53698,101,7.1457806
53698,1548,7.1455617
53698,8786,7.143413
53698,2105,7.1433563
53698,2988,7.142709
53698,5028,7.142704
53698,3927,7.1412454
53698,9546,7.1412363
53698,6045,7.14009
53698,1910,7.1391892
53698,1395,7.1389313
53698,8425,7.138676
53698,2901,7.13783
53698,6675,7.137269
53698,1475,7.136992
53698,19627,7.136508
53698,2012,7.1359196
53698,1965,7.1341925
53698,2926,7.134105
53698,73,7.1338577
53698,1723,7.133783
53698,2098,7.133716
53698,5154,7.133396
53698,1571,7.133237
53698,195,7.1323752
53698,889,7.13015
53698,2963,7.130008
53698,3673,7.127592
53698,3484,7.127273
53698,585,7.1264744
53698,5681,7.1264443
53698,6050,7.1263766
53698,1594,7.1263294
53698,272,7.1259484
53698,3665,7.1257825
53698,66,7.1248
53698,30095,7.1245685
53698,30096,7.1245685
53698,5291,7.1236973
53698,3469,7.123681
53698,160,7.1230493
53698,387,7.122191
53698,2484,7.1220903
53698,5549,7.1217546
53698,5177,7.1214304
53698,4038,7.1211934
53698,2143,7.121134
53698,135,7.1198134
53698,3295,7.1196084
53698,1577,7.118582
53698,6211,7.1172233
53698,79,7.1166673
53698,24071,7.1149383
53698,4772,7.114595
53698,16782,7.1141315
53698,16,7.11224
53698,3420,7.111323
53698,3627,7.1099367
53698,8206,7.109298
53698,2549,7.109202
53698,2164,7.1085205
53698,709,7.1081495
53698,878,7.1078653
53698,386,7.106264
53698,4132,7.105963
53698,1185,7.1059275
53698,513,7.1053896
53698,6055,7.105386
53698,9656,7.105271
53698,32600,7.1047473
53698,1142,7.103749
53698,334,7.1032233
53698,2104,7.1025286
53698,4192,7.1019
53698,1089,7.1009483
53698,4472,7.100827
53698,4138,7.1005383
53698,2353,7.0999656
53698,21557,7.0995164
53698,4476,7.099354
53698,777,7.099326
53698,6351,7.098876
53698,9760,7.098641
53698,7779,7.098528
53698,2704,7.0979347
53698,1080,7.0977373
53698,2189,7.0976768
53698,578,7.0971956
53698,3268,7.0965624
53698,3731,7.096477
53698,849,7.0962043
53698,1579,7.095898
53698,4053,7.095618
53698,7254,7.0952153
53698,2054,7.0931544
53698,3519,7.092668
53698,7655,7.0923486
53698,2236,7.092247
53698,3342,7.092056
53698,12355,7.091745
53698,10380,7.091009
53698,2460,7.0904655
53698,880,7.0900564
53698,8293,7.0899377
53698,394,7.089736
53698,4163,7.0897093
53698,2052,7.089666
53698,81,7.089465
53698,5258,7.0890446
53698,11065,7.0888877
53698,2688,7.088228
53698,9611,7.08802
53698,13223,7.085446
53698,1485,7.0850835
53698,3467,7.0849977
53698,4360,7.0847397
53698,291,7.083888
53698,2129,7.0834293
53698,5997,7.0833683
53698,2625,7.082903
53698,3622,7.082326
53698,1477,7.082275
53698,3299,7.082042
53698,401,7.081538
53698,10668,7.081428
53698,12343,7.0805945
53698,656,7.0800834
53698,22297,7.079662
53698,1419,7.0787272
53698,540,7.0785894
53698,1015,7.077784
53698,9969,7.0774965
53698,187,7.0772395
53698,233,7.076672
53698,2644,7.076593
53698,4332,7.0763826
53698,2769,7.076331
53698,71,7.0761313
53698,2744,7.0761294
53698,2533,7.07551
53698,636,7.0740695
53698,3024,7.073971
53698,2418,7.0738
53698,2787,7.073431
53698,11061,7.07334
53698,558,7.0727196
53698,2014,7.07196
53698,1589,7.071884
53698,1683,7.0711145
53698,6980,7.0709705
53698,2158,7.070929
53698,2458,7.070238
53698,20085,7.070061
53698,2251,7.0694313
53698,934,7.068636
53698,5922,7.0682683
53698,6007,7.0678554
53698,97,7.067632
53698,801,7.067142
53698,770,7.0671124
53698,10029,7.067034
53698,11741,7.066871
53698,490,7.066721
53698,10087,7.066072
53698,2563,7.0658813
53698,7730,7.065593
53698,3273,7.0647044
53698,1210,7.064442
53698,198,7.0636353
53698,1609,7.0632467
53698,6586,7.0629034
53698,3918,7.06217
53698,4598,7.06213
53698,5244,7.0620575
53698,877,7.062051
53698,691,7.06205
53698,1390,7.0619793
53698,32287,7.0615873
53698,1520,7.0612454
53698,16091,7.061086
53698,3203,7.060526
53698,2030,7.060387
53698,2608,7.059922
53698,1510,7.0586576
53698,32366,7.05859
53698,6771,7.0582724
53698,1824,7.0579276
53698,22507,7.057905
53698,2141,7.0577636
53698,1602,7.057717
53698,422,7.057603
53698,2594,7.0572486
53698,2025,7.055666
53698,9931,7.0555086
53698,65,7.0548544
53698,2942,7.054709
53698,3226,7.0544043
53698,7626,7.054361
53698,217,7.0542207
53698,200,7.052291
53698,11561,7.051979
53698,390,7.0513444
53698,3090,7.051069
53698,467,7.050243
53698,3854,7.050228
53698,49,7.04953
53698,9045,7.048773
53698,3609,7.048726
53698,28977,7.048685
53698,6463,7.0485573
53698,199,7.047906
53698,2593,7.047767
53698,3186,7.0474234
53698,2175,7.0473638
53698,5671,7.0473175
53698,3002,7.047162
53698,1911,7.0469437
53698,399,7.046806
53698,34036,7.046373
53698,7711,7.0463324
53698,4503,7.0461226
53698,4454,7.045924
53698,1,7.0456433
53698,93,7.0451818
53698,14059,7.0450325
53698,627,7.0448036
53698,3577,7.044729
53698,6115,7.0443735
53698,1241,7.0443573
53698,24701,7.044342
53698,5365,7.0441875
53698,218,7.0436463
53698,5984,7.043544
53698,9996,7.0429096
53698,496,7.0429015
53698,25495,7.0425663
53698,152,7.0413284
53698,914,7.0412936
53698,98,7.0412445
53698,330,7.0409403
53698,2927,7.0402603
53698,754,7.039584
53698,64,7.039584
53698,10012,7.0389085
53698,1195,7.038285
53698,12885,7.0376315
53698,4162,7.036691
53698,28701,7.0362406
53698,9989,7.0355396
53698,1842,7.0352354
53698,10780,7.03523
53698,3470,7.0351677
53698,228,7.0341525
53698,6547,7.034043
53698,5998,7.032961
53698,3945,7.032812
53698,2883,7.032673
53698,10048,7.03176
53698,2093,7.031382
53698,12497,7.031382
53698,18389,7.031382
53698,533,7.03106
53698,5889,7.0305676
53698,5081,7.0305495
53698,27821,7.030005
53698,3270,7.0296702
53698,59,7.0295763
53698,209,7.029537
53698,4618,7.0289183
53698,18617,7.028315
53698,584,7.0276427
53698,14397,7.0270605
53698,2256,7.026389
53698,50,7.02622
53698,620,7.0261397
53698,443,7.0257325
53698,8584,7.025531
53698,2685,7.025274
53698,32321,7.025222
53698,539,7.025009
53698,29809,7.0249085
53698,1837,7.024725
53698,99,7.024707
53698,2648,7.0243015
53698,846,7.0241184
53698,2848,7.0239897
53698,431,7.0238905
53698,1356,7.023798
53698,1566,7.0226865
53698,4013,7.022427
53698,4039,7.0222087
53698,33190,7.022062
53698,8364,7.0217967
53698,4304,7.020369
53698,400,7.0200624
53698,22,7.0200033
53698,340,7.0188913
53698,8291,7.0187635
53698,879,7.0181794
53698,4188,7.017844
53698,3594,7.0167828
53698,23273,7.016261
53698,2035,7.016159
53698,134,7.0157843
53698,2111,7.0152473
53698,5507,7.0142155
53698,2204,7.0135007
53698,12531,7.0134087
53698,15,7.0133758
53698,20801,7.013171
53698,7904,7.0129013
53698,3335,7.0127344
53698,523,7.012685
53698,2511,7.012498
53698,1569,7.012426
53698,5226,7.0122433
53698,474,7.012226
53698,2136,7.0119033
53698,15867,7.011747
53698,3702,7.0116525
53698,139,7.0108213
53698,5460,7.0106454
53698,145,7.010257
53698,2752,7.0102077
53698,1040,7.0092916
53698,2034,7.009196
53698,7696,7.0090337
53698,7697,7.0090337
53698,274,7.008632
53698,10271,7.00791
53698,421,7.0075316
53698,497,7.0072117
53698,1257,7.006735
53698,4901,7.0050755
53698,2454,7.0048413
53698,358,7.004566
53698,276,7.0043406
53698,10050,7.0041738
53698,4534,7.003731
53698,2986,7.0031443
53698,12919,7.002595
53698,21469,7.002587
53698,1699,7.002226
53698,1347,7.001975
53698,21349,7.001883
53698,4483,7.0014067
53698,5300,7.0013943
53698,890,7.001181
53698,3829,7.0002728
53698,2280,6.999989
53698,5232,6.9997807
53698,7477,6.999297
53698,328,6.9988947
53698,2058,6.998495
53698,713,6.9983854
53698,12365,6.998327
53698,4918,6.9977016
53698,9053,6.997222
53698,3231,6.9970956
53698,28,6.996402
53698,1536,6.996286
53698,17371,6.9962564
53698,4550,6.996246
53698,3713,6.9955997
53698,975,6.9955764
53698,2112,6.995112
53698,203,6.995025
53698,29,6.993813
53698,167,6.993702
53698,2046,6.9934874
53698,1222,6.993008
53698,1124,6.9929976
53698,15717,6.992944
53698,1804,6.992694
53698,16007,6.992419
53698,32935,6.9922523
53698,5005,6.9920473
53698,5835,6.991637
53698,1250,6.99136
53698,10800,6.991312
53698,2045,6.9910727
53698,345,6.99089
53698,535,6.990702
53698,1474,6.9904966
53698,2400,6.990445
53698,19633,6.9901824
53698,2403,6.989902
53698,4536,6.989464
53698,731,6.9893923
53698,831,6.9891205
53698,670,6.9888635
53698,1410,6.9888277
53698,1007,6.9886665
53698,8332,6.988589
53698,622,6.9883566
53698,5194,6.987906
53698,364,6.987639
53698,13125,6.9873333
53698,194,6.987167
53698,469,6.9870205
53698,710,6.9868274
53698,1293,6.9863644
53698,7601,6.986213
53698,1722,6.9861393
53698,488,6.9858255
53698,2548,6.9855447
53698,6591,6.9855165
53698,6,6.985325
53698,3292,6.9846168
53698,9751,6.984248
53698,2446,6.984085
53698,24,6.982764
53698,6046,6.9826946
53698,1079,6.9825897
53698,10135,6.9814854
53698,811,6.981179
53698,1231,6.9804807
53698,14807,6.9804025
53698,2228,6.9800377
53698,6893,6.979925
53698,117,6.979813
53698,43,6.979653
53698,2448,6.9792786
53698,21329,6.978874
53698,181,6.978429
53698,30702,6.978294
53698,940,6.977592
53698,7245,6.977144
53698,1011,6.9768605
53698,15843,6.9768605
53698,33511,6.9762726
53698,1555,6.9761033
53698,5266,6.975936
53698,10114,6.9756856
53698,671,6.9753604
53698,1901,6.975039
53698,5147,6.9746127
53698,126,6.9744883
53698,4177,6.9738927
53698,5249,6.9732013
53698,5558,6.972724
53698,1920,6.972426
53698,476,6.9720182
53698,1166,6.9719152
53698,5854,6.9718866
53698,944,6.9717283
53698,3784,6.9705267
53698,33,6.9698596
53698,4106,6.969595
53698,1003,6.9695845
53698,5162,6.969393
53698,9130,6.969152
53698,31043,6.9685
53698,19647,6.9684143
53698,6401,6.968409
53698,14719,6.968289
53698,2441,6.9680653
53698,15059,6.967859
53698,2316,6.967815
53698,2194,6.9676714
53698,3323,6.967438
53698,33221,6.9672236
53698,654,6.9670925
53698,512,6.966673
53698,3939,6.9659348
53698,343,6.9658
53698,22441,6.9657965
53698,1165,6.9654236
53698,4663,6.9650803
53698,479,6.96413
53698,3245,6.963921
53698,789,6.9638925
53698,2718,6.963646
53698,6922,6.9634957
53698,4189,6.96288
53698,3670,6.9627466
53698,2407,6.962601
53698,3000,6.962129
53698,3614,6.9620996
53698,3015,6.9620924
53698,694,6.9616456
53698,62,6.961539
53698,23943,6.9609094
53698,2929,6.960906
53698,9317,6.960661
53698,5235,6.9602118
53698,33512,6.959293
53698,11873,6.959238
53698,1852,6.9590483
53698,24893,6.958792
53698,6213,6.9581647
53698,3757,6.957806
53698,207,6.957597
53698,2626,6.956561
53698,5213,6.9562755
53698,4725,6.9553375
53698,4811,6.954681
53698,8503,6.954393
53698,2558,6.95423
53698,1808,6.9534664
53698,264,6.9532237
53698,5553,6.953216
53698,25835,6.953159
53698,949,6.953109
53698,21939,6.9528203
53698,151,6.9523535
53698,1081,6.9518313
53698,1407,6.9514065
53698,11341,6.951078
53698,2828,6.950985
53698,11665,6.950936
53698,4672,6.9508295
53698,514,6.949939
53698,1379,6.949824
53698,1825,6.949785
53698,428,6.949544
53698,505,6.949455
53698,23895,6.9493947
53698,2419,6.9491115
53698,3327,6.9489155
53698,3604,6.9487023
53698,9465,6.94862
53698,7053,6.9483905
53698,2497,6.948286
53698,3549,6.948196
53698,15417,6.9480863
53698,653,6.947969
53698,29623,6.947694
53698,232,6.947442
53698,3837,6.9460945
53698,2722,6.9458
53698,9345,6.94554
53698,320,6.9453545
53698,689,6.9451275
53698,861,6.9446616
53698,1030,6.9446125
53698,1652,6.944154
53698,2964,6.9440827
53698,8676,6.9432573
53698,2138,6.9432535
53698,210,6.943157
53698,1888,6.942646
53698,5670,6.942499
53698,28805,6.9423947
53698,992,6.9417434
53698,5680,6.9416523
53698,1719,6.9415913
53698,6709,6.9412003
53698,169,6.9410267
53698,1543,6.9409876
53698,973,6.940982
53698,240,6.9407377
53698,743,6.9399242
53698,1563,6.939466
53698,597,6.938773
53698,9055,6.9385896
53698,2170,6.9385366
53698,4938,6.9372797
53698,1738,6.937279
53698,16756,6.9372454
53698,1690,6.9372196
53698,144,6.9371
53698,2070,6.937079
53698,177,6.9370103
53698,226,6.936428
53698,3058,6.936208
53698,267,6.9361954
53698,313,6.936153
53698,5019,6.936131
53698,2508,6.935848
53698,30276,6.9353895
53698,5041,6.934923
53698,10207,6.9345236
53698,2339,6.9337716
53698,6773,6.9335766
53698,4943,6.9334283
53698,11757,6.9334145
53698,1886,6.933359
53698,3466,6.933159
53698,2422,6.9326606
53698,1540,6.932287
53698,4489,6.9322176
53698,6172,6.9321537
53698,150,6.932045
53698,543,6.9318075
53698,2500,6.9317603
53698,4195,6.931432
53698,6930,6.931423
53698,30428,6.931079
53698,22065,6.9310684
53698,2582,6.9309573
53698,5,6.930073
53698,1830,6.9298534
53698,2852,6.929737
53698,1818,6.92843
53698,8038,6.9283395
53698,4535,6.928136
53698,6165,6.9279423
53698,7062,6.9269094
53698,17265,6.9264603
53698,106,6.9263835
53698,2202,6.926381
53698,302,6.9263463
53698,2553,6.9254355
53698,180,6.9248543
53698,5136,6.9245224
53698,9213,6.9243484
53698,1794,6.9243245
53698,6361,6.9241786
53698,3859,6.923892
53698,103,6.923584
53698,1235,6.923538
53698,1606,6.9224353
53698,1254,6.9221773
53698,3091,6.921982
53698,573,6.9218173
53698,2604,6.921814
53698,31885,6.9217105
53698,667,6.921608
53698,2596,6.921597
53698,1916,6.9215927
53698,8100,6.9211283
53698,1696,6.9210505
53698,1840,6.9208107
53698,416,6.9206204
53698,9303,6.919736
53698,17719,6.919675
53698,342,6.9191027
53698,107,6.9184375
53698,3358,6.9179516
53698,9756,6.917913
53698,91,6.917402
53698,8481,6.917334
53698,5155,6.916875
53698,4660,6.9166126
53698,1301,6.9164925
53698,3266,6.9164276
53698,138,6.9161444
53698,1489,6.9158955
53698,29722,6.9156814
53698,9000,6.9155436
53698,7054,6.915162
53698,3329,6.9149776
53698,12725,6.914894
53698,9617,6.914253
53698,1829,6.9138556
53698,12487,6.913749
53698,9563,6.913154
53698,2449,6.9130983
53698,4486,6.9128313
53698,815,6.9125977
53698,1941,6.912558
53698,1033,6.9122787
53698,338,6.9108205
53698,146,6.9107685
53698,114,6.9105296
53698,22429,6.910426
53698,1008,6.909306
53698,6713,6.909284
53698,54,6.909234
53698,1691,6.9086885
53698,7674,6.908671
53698,33658,6.9086456
53698,7178,6.9085913
53698,12115,6.9085445
53698,5029,6.9083633
53698,2870,6.908204
53698,6381,6.9080396
53698,22013,6.9079776
53698,4742,6.907961
53698,4010,6.90796
53698,9693,6.9079566
53698,324,6.907467
53698,372,6.907378
53698,3001,6.907344
53698,5862,6.907179
53698,14247,6.90653
53698,1654,6.90646
53698,178,6.906431
53698,4186,6.9063244
53698,435,6.906167
53698,1597,6.9060197
53698,4565,6.9058747
53698,5830,6.905565
53698,7645,6.905318
53698,2923,6.9051213
53698,1659,6.904539
53698,2414,6.9045277
53698,2408,6.9042077
53698,4078,6.9041667
53698,3707,6.9041386
53698,2273,6.903949
53698,61,6.9034505
53698,10595,6.9032044
53698,143,6.9028606
53698,15335,6.902644
53698,165,6.9026337
53698,170,6.9025297
53698,4201,6.9023733
53698,6862,6.902314
53698,1733,6.9021664
53698,4056,6.901252
53698,4651,6.9011226
53698,19775,6.9009748
53698,6574,6.900256
53698,32521,6.9000583
53698,10683,6.8991947
53698,137,6.8989325
53698,75,6.8988957
53698,650,6.89877
53698,1425,6.8983717
53698,2751,6.8981843
53698,17887,6.8974485
53698,2693,6.897341
53698,2432,6.8963833
53698,3462,6.8963447
53698,1412,6.8961935
53698,2913,6.8957024
53698,10628,6.895695
53698,13331,6.894945
53698,6336,6.8949165
53698,7791,6.8948073
53698,1985,6.8947563
53698,1408,6.8946786
53698,9501,6.8944993
53698,621,6.8943515
53698,475,6.893898
53698,18653,6.8937926
53698,277,6.892648
53698,2152,6.892275
53698,1251,6.892177
53698,24987,6.89211
53698,7405,6.8917637
53698,1365,6.8916273
53698,18195,6.891527
53698,652,6.891332
53698,10165,6.8910904
53698,1414,6.89104
53698,3667,6.8897033
53698,2172,6.889617
53698,3448,6.8895197
53698,2573,6.889502
53698,10379,6.889332
53698,1846,6.889138
53698,22039,6.889031
53698,4080,6.8888516
53698,696,6.8887453
53698,10408,6.8884654
53698,6654,6.8882422
53698,8475,6.887966
53698,9724,6.8879337
53698,2956,6.8878894
53698,938,6.8877983
53698,9252,6.8877363
53698,5216,6.8871903
53698,5468,6.886887
53698,12347,6.886594
53698,196,6.8865523
53698,2466,6.8862376
53698,7654,6.8861585
53698,759,6.8860207
53698,2501,6.885997
53698,1002,6.8857775
53698,3919,6.8852777
53698,1439,6.8851137
53698,19815,6.8850837
53698,790,6.8847456
53698,3613,6.883335
53698,19631,6.883198
53698,8496,6.883121
53698,1200,6.8829756
53698,1486,6.882646
53698,3654,6.8820257
53698,509,6.8815722
53698,16001,6.8813615
53698,7338,6.881175
53698,28779,6.881112
53698,3229,6.880986
53698,9289,6.8802457
53698,2312,6.8801274
53698,1459,6.879953
53698,3322,6.8799386
53698,6864,6.8796563
53698,524,6.8795185
53698,10030,6.8794622
53698,11997,6.8794
53698,60,6.8790135
53698,666,6.8788733
53698,5713,6.8781075
53698,17141,6.87786
53698,368,6.877507
53698,707,6.8771896
53698,12477,6.876746
53698,3901,6.8767314
53698,837,6.87656
53698,4562,6.876525
53698,3442,6.876503
53698,29831,6.8763275
53698,1363,6.8756857
53698,3558,6.8756146
53698,33393,6.8755
53698,1394,6.8754725
53698,1172,6.8752522
53698,4028,6.8752127
53698,1392,6.875056
53698,1864,6.8743067
